№ схемы/риска,Статус РСЗ,Тип,Дата изменения статуса РСЗ,"Потенциальный ущерб, руб",ИНН НП,"Инспектор, сменивший статус","Код НО инспектора, сменившего стат"
9428521,Новое,RISK_SHORT,2024-06-26 12:22:34,66087.2826,907-bty-wgtl-dwdwh,52074-nmue-ghslkn-bfkwsufv,4727
9428523,Новое,RISK_SHORT,2024-06-26 12:22:34,30147.5286,844-jlx-zmbu-fpuwl,45427-ydut-gtswob-gmbvclpe,5024
9428524,Новое,RISK_SHORT,2024-06-26 12:22:34,115264.2372,226-vsp-grfi-iujzl,60553-ktuc-ptndqk-sunlskkx,800
9428525,Новое,RISK_SHORT,2024-06-26 12:22:35,12783.4896,822-ksf-dffa-qozst,90921-iwkn-rkhahe-jsrhsvcc,6671
9428526,Новое,RISK_SHORT,2024-06-26 12:22:35,42187.4388,832-dje-jzkc-llbzt,75735-noea-qxjlnb-gbqrfcna,5249
9428527,Новое,RISK_SHORT,2024-06-26 12:22:36,26482.908,293-ahn-exof-vjfhb,40144-burl-jspqnk-zdzpxpsa,6174
9428528,Новое,RISK_SHORT,2024-06-26 12:22:36,141684.8586,700-fbu-jhcn-sedtd,72453-jqlc-bljers-ylgrdpkk,3700
9428529,Новое,RISK_SHORT,2024-06-26 12:22:36,357550.5522,224-zgn-lajt-fsrax,62607-lvsa-tpzqoh-nokaaysc,1655
9428530,Новое,RISK_SHORT,2024-06-26 12:22:37,22133.6112,339-agf-bjmj-ohfhm,29180-qhtd-hgctnv-rhayqnay,5948
9428531,Новое,RISK_SHORT,2024-06-26 12:22:37,15172.5366,211-rin-gppc-erdue,43512-uglc-hjdtvs-ntysqdwh,3460
9428534,Новое,RISK_SHORT,2024-06-26 12:22:38,363378.7332,793-efg-xyqs-ruclf,73332-alyp-tqbjun-niigptei,3460
9428538,Новое,RISK_SHORT,2024-06-26 12:22:39,59958.0972,143-mvv-urcw-bvemh,12327-thft-sbahcz-faeosplv,7728
9428539,Новое,RISK_SHORT,2024-06-26 12:22:39,10066.953,949-kss-ahan-vqaee,69258-gpld-mntmtg-qlsbdozl,5043
9428540,Новое,RISK_SHORT,2024-06-26 12:22:40,111247.131,359-ijf-ukpw-kadmi,84725-ywzo-dwypzb-dkqyibvy,7727
9428541,Новое,RISK_SHORT,2024-06-26 12:22:40,50267.3058,763-djp-cmpv-zwbxg,98365-zoqr-jynrpx-nifmxbql,7731
9428542,Новое,RISK_SHORT,2024-06-26 12:22:41,32805.5772,533-zsu-ynpo-mvytf,16671-ydel-sqsrvm-enxsyusr,3300
9428543,Новое,RISK_SHORT,2024-06-26 12:22:41,94281.4656,601-xlq-fcqk-nowqn,17585-ffor-mvcnei-gksazsqi,6679
9428544,Новое,RISK_SHORT,2024-06-26 12:22:41,94568.823,390-pzt-ngir-yfyxc,59573-bzyr-eubjxg-werqypmm,6451
9428546,Новое,RISK_SHORT,2024-06-26 12:22:42,100021.7472,654-xcp-rpvi-ibsrb,58785-nmfp-pcexdg-hmoyunti,800
9428547,Новое,RISK_SHORT,2024-06-26 12:22:42,6529.2006,807-bbb-gucg-ylmmk,84252-uque-zcvved-ceehgozp,7721
9428548,Новое,RISK_SHORT,2024-06-26 12:22:43,80835.9036,957-fva-xpuu-vuxhr,83748-efqk-xtobww-lakbsjxa,1800
9428551,Новое,RISK_SHORT,2024-06-26 12:22:44,8778.2604,604-wtt-ojjv-owlxz,48214-cpli-lsndtf-hozadrez,2645
9428552,Новое,RISK_SHORT,2024-06-26 12:22:44,32762.217,380-ovd-huef-myiah,17463-yysw-hogwcs-bbzjrjqk,7734
9428555,Новое,RISK_SHORT,2024-06-26 12:22:45,6202.4916,991-ogh-jmyv-vqspj,54228-ujev-kwgdef-cznhfpfa,7729
9428556,Новое,RISK_SHORT,2024-06-26 12:22:46,31381.3452,133-wme-ofjs-uzwtw,47619-nkqa-kkqrqy-uedjbdxi,7814
9428557,Новое,RISK_SHORT,2024-06-26 12:22:46,86010.4998,767-oua-cioo-htjov,92211-uzot-lnxofj-buwomrtt,3900
9428558,Новое,RISK_SHORT,2024-06-26 12:22:46,18309.0721,609-mkn-fdun-xbzsc,55552-gsvz-ocncin-wuomqfgi,5007
9428561,Новое,RISK_SHORT,2024-06-26 12:22:48,116670.2346,243-okn-grcd-oczxa,25101-xdak-pvbbox-taknnvpe,7751
9428562,Новое,RISK_SHORT,2024-06-26 12:22:48,54547.155,168-ptl-njog-bggnq,92364-evaa-eymahd-fcvykgch,6194
9428563,Новое,RISK_SHORT,2024-06-26 12:22:48,109953.5526,236-tlg-okgj-shrbj,46299-scbk-ptdimu-viohuqxz,7816
9428565,Новое,RISK_SHORT,2024-06-26 12:22:49,92316.291,628-pxt-umkd-grbvc,55443-tskr-xctdcj-bwxnrgkg,1686
9428566,Новое,RISK_SHORT,2024-06-26 12:22:49,5096.1804,134-vly-zlpp-vryfn,97571-iutp-iakrdt-btzpbskj,6191
9428567,Новое,RISK_SHORT,2024-06-26 12:22:49,22130.1288,609-wjx-dmuw-ewgqz,90334-mljd-ceuboi-jmtbraci,800
9428568,Новое,RISK_SHORT,2024-06-26 12:22:50,21616.035,626-cof-huti-fkltq,94477-mink-uzsonp-qgmitpzp,5027
9428569,Новое,RISK_SHORT,2024-06-26 12:22:50,195926.502,752-qia-wdna-joqvl,65007-kvtx-xutpii-wfyqtlma,7729
9428570,Новое,RISK_SHORT,2024-06-26 12:22:51,6261.3426,887-yuq-lplz-dsket,77195-gtmx-cexukr-hjhwolvs,2304
9428571,Новое,RISK_SHORT,2024-06-26 12:22:51,36456.4158,316-lzy-ufto-wxbiq,36085-zisn-ozbikr-aopwkrtf,6195
9428572,Новое,RISK_SHORT,2024-06-26 12:22:52,11734.4239,270-kwe-iutb-fartn,91832-yelj-hhgmfr-rjpktian,2364
9428575,Новое,RISK_SHORT,2024-06-26 12:22:52,12355.6944,640-fbi-vamc-qlcaa,96026-iewo-riqisw-mhfmtsus,1683
9428577,Новое,RISK_SHORT,2024-06-26 12:22:53,38695.4868,787-tft-enij-ubmqc,37744-mfxb-aiwrqf-nccdfcpi,3500
9428579,Новое,RISK_SHORT,2024-06-26 12:22:54,20070.6786,539-edd-abns-izqll,66832-irbw-sqlpqj-ajuiqnoj,7610
9428580,Новое,RISK_SHORT,2024-06-26 12:22:54,30027.0222,165-thk-jmzq-ojwes,25101-xdak-pvbbox-taknnvpe,7751
9428581,Новое,RISK_SHORT,2024-06-26 12:22:54,425186.7042,153-kiv-bwyj-amcie,98208-sucx-lyltgq-eohthmvv,2100
9428582,Новое,RISK_SHORT,2024-06-26 12:22:55,16307.8068,470-ijx-ercg-tdhvh,68255-ftrw-okpbna-uofkbokw,5009
9428583,Новое,RISK_SHORT,2024-06-26 12:22:55,143739.4272,809-hsc-zsci-hnskf,57962-ukfm-ftwyec-gtddcnne,7723
9428584,Новое,RISK_SHORT,2024-06-26 12:22:55,5925.3873,136-qof-ylkf-qadgf,40253-feqk-aoxhhp-cknilhnu,7100
9428586,Новое,RISK_SHORT,2024-06-26 12:22:56,8027.1828,762-tcc-szar-torqv,96026-iewo-riqisw-mhfmtsus,1683
9428587,Новое,RISK_SHORT,2024-06-26 12:22:57,7553.6496,583-mhh-xxte-gxfrr,78646-vymv-yknppg-iahmtwgx,1650
9428588,Новое,RISK_SHORT,2024-06-26 12:22:57,9193.7256,147-fgd-qjsm-bwvib,49773-fgkc-hosxyh-fdqybkht,1500
9428589,Новое,RISK_SHORT,2024-06-26 12:22:58,60339.2052,155-hfv-erfb-mkkkp,28903-jlwl-giwskl-zbwnccrf,5032
9428590,Новое,RISK_SHORT,2024-06-26 12:22:58,5160.7776,776-hiy-jscm-fvshi,37388-groi-ormoyf-rejnssuk,3000
9428591,Новое,RISK_SHORT,2024-06-26 12:22:58,5296.1058,335-yeh-scav-ivgbr,13549-xfkb-affurl-rsjrtxzj,6193
9428592,Новое,RISK_SHORT,2024-06-26 12:22:59,144143.7498,663-fna-sldp-qevio,82319-rebq-fuaiey-gualzene,5263
9428593,Новое,RISK_SHORT,2024-06-26 12:22:59,174553.2888,821-onc-rliq-stxud,94729-luzy-djpbgb-belopkrz,6200
9428594,Новое,RISK_SHORT,2024-06-26 12:23:00,191559.2742,822-blb-qxkk-imhmh,53996-przz-gnjexu-cbpselzg,5032
9428595,Новое,RISK_SHORT,2024-06-26 12:23:00,98541.3564,538-yzl-vaic-gdltn,93149-yiyn-blyepe-xxfofwqe,6686
9428597,Новое,RISK_SHORT,2024-06-26 12:23:01,295568.6694,638-bgv-wlgh-owcet,81926-durq-jeynbg-znmuvsru,7736
9428598,Новое,RISK_SHORT,2024-06-26 12:23:01,118596.627,765-ejn-irjp-hzzst,72118-hqoy-uydqcb-wntslfnk,7724
9428599,Новое,RISK_SHORT,2024-06-26 12:23:01,5510.0496,757-hul-lfez-fwbao,62196-ueay-ojywwg-nxuccncp,5003
9428603,Новое,RISK_SHORT,2024-06-26 12:23:03,8957.1648,618-ndn-fpyv-twmqg,86953-jjoe-jlcnjk-lcjzjwol,7811
9428604,Новое,RISK_SHORT,2024-06-26 12:23:03,5615.9238,734-hoi-iiyb-oqitg,78158-exdp-zyvekb-iamcddde,6432
9428605,Новое,RISK_SHORT,2024-06-26 12:23:04,47410.299,425-zjb-jnin-qfbfd,19091-wegq-cubddx-mjungcvq,1684
9428606,Новое,RISK_SHORT,2024-06-26 12:23:04,115636.3626,747-zbf-jlpu-hbqur,44407-rvkk-zcuvxj-tuhxvxzi,6195
9428607,Новое,RISK_SHORT,2024-06-26 12:23:05,35483.5146,905-iyi-sooe-rxymf,46474-qwsj-ttjnfm-rxbikvci,7726
9428608,Новое,RISK_SHORT,2024-06-26 12:23:05,363295.3224,378-ojp-lasz-vpnfe,90311-ptzy-zdikah-wgkifsmu,1800
9428609,Новое,RISK_SHORT,2024-06-26 12:23:06,8800.4076,321-qke-evql-kimhb,72118-hqoy-uydqcb-wntslfnk,7724
9428611,Новое,RISK_SHORT,2024-06-26 12:23:06,172932.312,327-sib-kuch-plrtu,91314-jwfy-papzmk-kpfphlfi,6686
9428613,Новое,RISK_SHORT,2024-06-26 12:23:07,28360.239,903-dmk-lybc-ffbkp,55528-iebz-tciwbs-booufvya,5005
9428614,Новое,RISK_SHORT,2024-06-26 12:23:07,23891.7426,402-gyw-yyyn-vxuxh,13799-hfyz-iugrlz-audcjsoe,6318
9428615,Новое,RISK_SHORT,2024-06-26 12:23:08,15400.581,681-yni-pmno-dzsfv,37431-cvso-gduhap-rhzvkezv,5981
9428616,Новое,RISK_SHORT,2024-06-26 12:23:08,7260.6672,224-tpr-tyyu-ddgru,77135-jtof-qahsdz-ghuvlupk,7000
9428617,Новое,RISK_SHORT,2024-06-26 12:23:09,5524.7778,580-ddc-suuv-mcgle,41005-lndu-mhacaq-aszfcsqz,2646
9428618,Новое,RISK_SHORT,2024-06-26 12:23:09,11880.7332,443-one-vjzy-izqls,86913-ccbr-hxpeaq-kerdrpgv,2411
9428619,Новое,RISK_SHORT,2024-06-26 12:23:09,89424.9438,884-ioa-ernn-tuzax,72688-zdgv-gqraji-hkxcsfjs,1800
9428620,Новое,RISK_SHORT,2024-06-26 12:23:10,288607.6992,451-ftp-pwfs-yrexg,52737-xmev-xnazzz-ovzouyfq,5100
9428621,Новое,RISK_SHORT,2024-06-26 12:23:10,8610.2304,780-vwu-nnxo-blezt,67873-vong-fhmipi-npepfnxe,5045
9428622,Новое,RISK_SHORT,2024-06-26 12:23:10,26278.9992,283-fsg-dkqz-qyhvp,21951-xbki-jrhjge-mldykfkp,2632
9428624,Новое,RISK_SHORT,2024-06-26 12:23:11,614353.3092,391-ows-yxez-abciu,74142-lajc-daymuw-nvtwasgl,5029
9428627,Новое,RISK_SHORT,2024-06-26 12:23:12,133425.1938,299-ebt-wfds-ctscf,84273-xkns-hvkujm-suvqiuqn,7814
9428628,Новое,RISK_SHORT,2024-06-26 12:23:12,77178.7134,940-pzx-rjst-zslim,18603-agvb-rmqcoq-nmztgmhm,5503
9428630,Новое,RISK_SHORT,2024-06-26 12:23:13,5650.95,698-gdn-xcxq-hckcg,43642-jhqc-xviiba-otysqxrm,2100
9428631,Новое,RISK_SHORT,2024-06-26 12:23:14,37509.8466,475-cza-cjls-weqvx,72118-hqoy-uydqcb-wntslfnk,7724
9428632,Новое,RISK_SHORT,2024-06-26 12:23:14,99196.3902,517-pix-hqmu-rcrjm,73678-qtbj-swqcse-zeetsevl,3461
9428633,Новое,RISK_SHORT,2024-06-26 12:23:14,153357.5502,414-ujx-xldv-editm,58517-mmvp-ighell-tlbzcavx,4600
9428634,Новое,RISK_SHORT,2024-06-26 12:23:15,90214.7118,460-bit-bnef-nnyee,97810-monf-irxjbl-dsuslhnu,5603
9428636,Новое,RISK_SHORT,2024-06-26 12:23:16,19231.2852,953-otk-bpez-yitdr,95225-inlk-yfddlo-utsulyiq,2649
9428637,Новое,RISK_SHORT,2024-06-26 12:23:16,19312.4628,700-qca-nlpd-jbmtw,37178-axsu-cirpvr-lacnmrhj,2367
9428638,Новое,RISK_SHORT,2024-06-26 12:23:17,162755.1168,619-laa-juld-oxeti,15817-kmqt-fckntj-afkderng,7716
9428639,Новое,RISK_SHORT,2024-06-26 12:23:18,6230.0592,959-jgp-jpcm-nglbe,89095-zruo-fyepaq-mknuzpcf,7000
9428640,Новое,RISK_SHORT,2024-06-26 12:23:18,6014.784,380-nxv-kkem-vauka,85484-oxzj-asqipc-xarxrgjp,2373
9428641,Новое,RISK_SHORT,2024-06-26 12:23:19,5894.3244,696-gua-dhkl-mqlpg,43966-edqv-yrbihj-lqsxoile,5505
9428642,Новое,RISK_SHORT,2024-06-26 12:23:19,5341.5606,355-wph-rrxm-pfxtp,55122-dtqa-kajxys-yowmdbyh,2311
9428643,Новое,RISK_SHORT,2024-06-26 12:23:19,86650.668,979-lue-iwee-vcpws,23169-vqty-svcdsw-nshtfiix,5248
9428645,Новое,RISK_SHORT,2024-06-26 12:23:20,227810.3306,581-ryf-gjxe-javai,43030-oqda-svqcna-hsvourzz,1650
9428646,Новое,RISK_SHORT,2024-06-26 12:23:20,9905.1462,880-cfb-mjtt-pedzr,84725-ywzo-dwypzb-dkqyibvy,7727
9428649,Новое,RISK_SHORT,2024-06-26 12:23:21,7610.9826,730-vpd-kfxy-wnjpi,49802-zroi-sqjxqe-ubqxdcod,5800
9428650,Новое,RISK_SHORT,2024-06-26 12:23:22,7363.2198,416-cri-cmum-cnqzz,41170-fwzk-iuwwkb-qacajvan,1644
9428651,Новое,RISK_SHORT,2024-06-26 12:23:22,18525.8712,942-nfj-gdmv-eyxem,93043-fjog-gjfjds-grngieol,7300
9428653,Новое,RISK_SHORT,2024-06-26 12:23:23,100841.8197,286-fbf-jnku-gxdty,47281-qzdv-nxxzvf-qegnwnac,1673
9428655,Новое,RISK_SHORT,2024-06-26 12:23:24,7028.1054,757-muv-xect-gslhn,90502-fely-nmlvhh-uhlctmfy,1200
9428656,Новое,RISK_SHORT,2024-06-26 12:23:24,203633.5842,919-vmr-ayrb-rnmtg,88049-rfoa-eqcbzv-vurqpxji,5507
9428657,Новое,RISK_SHORT,2024-06-26 12:23:24,338105.8404,426-xjj-ehyn-vduqf,66157-chwh-aepgim-ucabvlsi,5100
9428658,Новое,RISK_SHORT,2024-06-26 12:23:25,7717.3032,321-jyd-kabo-gmqtk,60708-essc-ohvygk-tmfnjbsw,2645
9428660,Новое,RISK_SHORT,2024-06-26 12:23:25,499337.2013,387-okc-jogr-qjyga,94477-mink-uzsonp-qgmitpzp,5027
9428661,Новое,RISK_SHORT,2024-06-26 12:23:26,28217.4092,165-ory-vehr-tjays,70268-wdwq-kkcivm-zfedmhob,6678
9428662,Новое,RISK_SHORT,2024-06-26 12:23:26,49901.5698,858-njv-fkxd-guepl,56331-oewh-iokqkd-kpxpvvmq,2635
9428663,Новое,RISK_SHORT,2024-06-26 12:23:26,20883.1872,323-asp-lkju-xwfgi,77809-lxsa-clyllp-rcqjbkhq,6679
9428665,Новое,RISK_SHORT,2024-06-26 12:23:27,337833.5172,318-zux-fdrf-qyryd,59416-ffvy-cnctce-wxopqjuh,7720
9428666,Новое,RISK_SHORT,2024-06-26 12:23:27,188236.3488,112-vyl-wsyo-eglnp,94729-luzy-djpbgb-belopkrz,6200
9428667,Новое,RISK_SHORT,2024-06-26 12:23:28,13309.719,273-rre-zjqe-dgtuk,46433-swvq-uruvmt-wmxhekiv,7723
9428668,Новое,RISK_SHORT,2024-06-26 12:23:28,29597.9418,668-jtj-wwzo-yszln,91212-fxcx-aqqkse-wzzmaovj,7720
9428670,Новое,RISK_SHORT,2024-06-26 12:23:29,28875.8418,849-dax-plav-ecmcx,73332-alyp-tqbjun-niigptei,3460
9428672,Новое,RISK_SHORT,2024-06-26 12:23:30,39595.257,441-ojl-dyui-hquea,47530-jqjj-tkrwgj-ypdvzljj,1685
9428673,Новое,RISK_SHORT,2024-06-26 12:23:30,7377.7182,561-hxd-yrdo-yjnhl,59928-ysau-feqqvd-qwlokkdu,800
9428676,Новое,RISK_SHORT,2024-06-26 12:23:32,246558.5274,710-zrm-jyum-qrhef,12065-dchb-imgcjy-sruxfjxp,7718
9428677,Новое,RISK_SHORT,2024-06-26 12:23:32,1132988.5674,116-kwz-zjqu-kvtbt,89016-vziv-ounmdd-omspgylq,1300
9428678,Новое,RISK_SHORT,2024-06-26 12:23:33,90619.9794,485-cqh-eezm-mdmmh,46433-swvq-uruvmt-wmxhekiv,7723
9428679,Новое,RISK_SHORT,2024-06-26 12:23:33,244507.6644,549-swu-hlgd-cymer,17585-ffor-mvcnei-gksazsqi,6679
9428680,Новое,RISK_SHORT,2024-06-26 12:23:33,17812.8582,795-foq-zkcr-xzwjj,51885-bnbg-nxlvzb-ainsncrl,2900
9428681,Новое,RISK_SHORT,2024-06-26 12:23:34,28548.2869,296-bjk-rtsf-khjhj,86700-pmsu-talcoo-iyryrapm,7840
9428682,Новое,RISK_SHORT,2024-06-26 12:23:34,99825.4296,359-bfk-nbwv-xkbxz,13352-hwlx-bkvtdh-eyrasttv,5800
9428683,Новое,RISK_SHORT,2024-06-26 12:23:35,54797.943,433-fry-flgt-wvwif,82787-qmeh-sygdfa-ooejrbsj,7810
9428684,Новое,RISK_SHORT,2024-06-26 12:23:35,103562.0586,590-asb-nmrk-yeowt,74142-lajc-daymuw-nvtwasgl,5029
9428685,Новое,RISK_SHORT,2024-06-26 12:23:36,38731.5312,928-hbe-jsyx-gfvay,55190-jkro-fmoadg-siinsxos,2208
9428686,Новое,RISK_SHORT,2024-06-26 12:23:36,16638.7086,478-jwb-aiil-pcxrg,46433-swvq-uruvmt-wmxhekiv,7723
9428688,Новое,RISK_SHORT,2024-06-26 12:23:37,155065.731,697-ico-ywet-meplw,40295-ejgc-fccjay-ttzauxtb,1300
9428690,Новое,RISK_SHORT,2024-06-26 12:23:37,7006.5204,539-yzp-prbq-mxsis,89877-xmdr-ncgaqq-sxhyjvmy,6165
9428691,Новое,RISK_SHORT,2024-06-26 12:23:38,5894.706,237-glm-knze-psjqt,13834-swsg-yumlxp-mmorgtnl,5022
9428693,Новое,RISK_SHORT,2024-06-26 12:23:38,7854.0945,153-wkf-lfjb-iqmmw,91212-fxcx-aqqkse-wzzmaovj,7720
9428694,Новое,RISK_SHORT,2024-06-26 12:23:39,9676.3464,894-fby-cgey-zveky,73332-alyp-tqbjun-niigptei,3460
9428695,Новое,RISK_SHORT,2024-06-26 12:23:39,40693.4568,779-qmu-jcxf-nipom,88232-sxdp-wkozfh-gpdwvvyp,6330
9428696,Новое,RISK_SHORT,2024-06-26 12:23:40,39306.0168,208-mqq-vwkx-eyebz,15817-kmqt-fckntj-afkderng,7716
9428697,Новое,RISK_SHORT,2024-06-26 12:23:40,126433.2864,971-qij-pxay-gcnii,42385-bevu-qaqwek-muujftli,6700
9428699,Новое,RISK_SHORT,2024-06-26 12:23:41,6920.9808,255-uaw-gvki-qkref,69766-axuv-dixmbq-ptmbboqu,4707
9428702,Новое,RISK_SHORT,2024-06-26 12:23:41,7257.6059,530-jqe-yxkk-fkbqc,11531-lqav-czauav-xvvzaflt,6318
9428708,Новое,RISK_SHORT,2024-06-26 12:23:42,20435.2554,741-fkf-ghcw-lrbyk,80528-gaaw-ioomea-eeopvjbl,5003
9428709,Новое,RISK_SHORT,2024-06-26 12:23:43,851458.4842,322-plx-vslh-lbatf,94477-mink-uzsonp-qgmitpzp,5027
9428710,Новое,RISK_SHORT,2024-06-26 12:23:43,40274.1303,146-ffo-vvyp-lmkei,32486-bfcn-wrulwx-gxderhep,6700
9428712,Новое,RISK_SHORT,2024-06-26 12:23:44,13915.5936,233-mcs-snyq-ceqpv,60651-kpgo-ndzbdk-ncunecga,6188
9428713,Новое,RISK_SHORT,2024-06-26 12:23:44,59434.9118,856-lsw-whpo-xhgnw,61471-levi-umbsfo-udkzawlw,5405
9428714,Новое,RISK_SHORT,2024-06-26 12:23:44,5066.1168,362-xvl-qkbg-evwll,61876-hsfr-srroqc-thlwthmt,2223
9428715,Новое,RISK_SHORT,2024-06-26 12:23:45,14307.2406,633-fjn-exsq-fcikz,55484-skdr-vpasiq-ghttgisw,7735
9428717,Новое,RISK_SHORT,2024-06-26 12:23:45,25315.0506,377-uhk-lkor-jzvti,12540-fbgu-ninryu-bmdqummy,6320
9428718,Новое,RISK_SHORT,2024-06-26 12:23:45,180992.1156,688-dst-ccvc-hyvgi,84756-mfhr-krmqie-dosiqhzv,6382
9428719,Новое,RISK_SHORT,2024-06-26 12:23:46,6250.0884,873-why-wtyj-gfeej,24455-pbrn-qnymdo-klotdsbf,2312
9428720,Новое,RISK_SHORT,2024-06-26 12:23:46,5138.415,529-jzt-dusz-olbps,60477-jphu-bspplz-zwqozesb,2700
9428726,Новое,RISK_SHORT,2024-06-26 12:23:48,54914.634,313-obq-tqdi-txtuv,96557-xmgs-ehreoo-myycoyjp,800
9428727,Новое,RISK_SHORT,2024-06-26 12:23:48,18982.6848,115-euo-ympv-mnxro,25972-wffg-bwbfqh-zkpfybyh,2100
9428728,Новое,RISK_SHORT,2024-06-26 12:23:48,274117.1886,315-wjk-gimk-rqhgb,34592-lhlb-hkzsxj-qhtbzryn,7816
9428729,Новое,RISK_SHORT,2024-06-26 12:23:49,188343.6504,712-bwd-wrsw-yphre,14986-aafi-yhjllt-qjlkvnxo,7704
9428731,Новое,RISK_SHORT,2024-06-26 12:23:50,55151.2068,918-ali-xpqd-xpqou,97244-lniy-jyxpfd-enggddax,7100
9428732,Новое,RISK_SHORT,2024-06-26 12:23:50,63470.4348,916-fvv-iydm-lmtiq,83043-ioeq-urdxyw-gvvordfp,2540
9428733,Новое,RISK_SHORT,2024-06-26 12:23:50,38109.1092,167-xpm-vqwo-evefb,79193-myar-uunxrx-txefmepq,5263
9428734,Новое,RISK_SHORT,2024-06-26 12:23:51,79558.5996,147-gnb-akmy-vqodm,97813-wdgt-kwirfl-uvbvddzv,3100
9428735,Новое,RISK_SHORT,2024-06-26 12:23:51,87410.256,773-dyz-kcfy-phtxk,74496-ynxs-uzalvh-fnharytu,7731
9428736,Новое,RISK_SHORT,2024-06-26 12:23:51,16002.4266,125-iyk-diis-yepzs,93643-vcwb-hjlnip-ilugdhzg,1673
9428737,Новое,RISK_SHORT,2024-06-26 12:23:52,5273.8773,132-vov-eiez-fpwpc,20720-wynx-mnxyix-wxrlmybv,4400
9428738,Новое,RISK_SHORT,2024-06-26 12:23:52,6215.904,394-lia-dcjn-defle,92965-bnkz-epfbsb-wsawsfpr,2000
9428739,Новое,RISK_SHORT,2024-06-26 12:23:52,50280.2166,896-efa-xbvk-bbrvq,43730-nunk-tvlflz-qjtxeale,800
9428741,Новое,RISK_SHORT,2024-06-26 12:23:53,52749.3179,301-mox-cxyk-toyeo,98320-wiwb-ijlzos-aeiipmic,7814
9428742,Новое,RISK_SHORT,2024-06-26 12:23:53,93658.4727,810-urb-deyg-fxubu,60126-befe-iymvsw-sjqbdhxs,7725
9428747,Новое,RISK_SHORT,2024-06-26 12:23:55,74835.9624,454-ehv-gzen-uistx,49823-hhue-mwuyta-ytihhxgs,6685
9428748,Новое,RISK_SHORT,2024-06-26 12:23:55,203785.452,238-jyx-uosz-mowvz,66032-jldh-uvkitr-dzgwqyuj,6318
9428750,Новое,RISK_SHORT,2024-06-26 12:23:56,3748906.407,547-mmv-jcwu-yuaqq,76778-rkgd-zqnujv-omxsmvyz,800
9428752,Новое,RISK_SHORT,2024-06-26 12:23:57,10471.3974,921-dqg-ymon-cztgl,69222-fnqe-cdwnbr-sugaxthp,7751
9428753,Новое,RISK_SHORT,2024-06-26 12:23:57,62468.3121,625-nfq-thst-ufttg,69748-gtbn-skqblo-emdiiutq,4000
9428754,Новое,RISK_SHORT,2024-06-26 12:23:57,29082.2022,506-fpj-slkp-acabe,11125-pwzz-fygsdc-pkejzjik,2100
9428755,Новое,RISK_SHORT,2024-06-26 12:23:58,28838.0292,151-lnx-rckx-odgpf,91081-ttdc-cymdgz-zzwxtqcx,2366
9428756,Новое,RISK_SHORT,2024-06-26 12:23:58,7665.5598,570-css-bozq-hddaf,78436-nhqj-xijwrc-plupqazw,1686
9428757,Новое,RISK_SHORT,2024-06-26 12:23:59,11331.6276,341-equ-rzsz-msxqp,41724-vggv-klhhcq-cnwmanum,2100
9428758,Новое,RISK_SHORT,2024-06-26 12:23:59,38575.7729,915-ezq-qnjo-qgfbk,76100-wnfc-bftiey-qrnorcfp,3700
9428759,Новое,RISK_SHORT,2024-06-26 12:23:59,30354.6169,678-asa-tvbs-vzpnr,90246-moyw-zhaefh-evprdcmj,2632
9428760,Новое,RISK_SHORT,2024-06-26 12:24:00,64756.728,859-wkk-whqp-ucsxn,11980-uvyb-dxluqa-yukxwttb,5032
9428762,Новое,RISK_SHORT,2024-06-26 12:24:00,5305.4339,390-lpd-xinn-woedo,87142-gwbo-wjuryx-hlsgxbyv,4205
9428763,Новое,RISK_SHORT,2024-06-26 12:24:00,82586.1318,328-ima-rwex-rtpit,44407-rvkk-zcuvxj-tuhxvxzi,6195
9428764,Новое,RISK_SHORT,2024-06-26 12:24:01,8606.545,227-enu-hmeu-zqcey,45110-pexo-txallb-kfmktdpc,5403
9428765,Новое,RISK_SHORT,2024-06-26 12:24:01,5587.2108,128-hot-viuc-tfdtg,81434-rbav-neeium-zhjybdig,3300
9428766,Новое,RISK_SHORT,2024-06-26 12:24:02,7232.1588,331-eda-ilba-tkkjc,96179-zrgu-rcmhhm-laxvemcg,1800
9428768,Новое,RISK_SHORT,2024-06-26 12:24:03,5626.3452,934-nku-lhnh-acema,61843-zjur-wbzgos-abnzayjl,6200
9428769,Новое,RISK_SHORT,2024-06-26 12:24:03,211177.7796,711-mab-dohz-ivdax,85558-xkoc-vmrolp-lkevjtkg,4707
9428770,Новое,RISK_SHORT,2024-06-26 12:24:03,1286587.8438,529-aem-nete-drysm,78906-xczx-xlxyqf-xvokpqjj,1300
9428771,Новое,RISK_SHORT,2024-06-26 12:24:04,118797.0966,401-qjd-pami-qrncp,57247-khzp-rzeapb-xfjnqvyt,7449
9428773,Новое,RISK_SHORT,2024-06-26 12:24:05,420077.6778,711-vil-capl-rnfjf,56996-jpcn-yjiyie-bhpmisqf,2632
9428776,Новое,RISK_SHORT,2024-06-26 12:24:06,14063.3838,453-eyk-xrev-mdywe,70759-hwzn-clarvz-imwmbwht,4300
9428777,Новое,RISK_SHORT,2024-06-26 12:24:06,75702.5376,218-ecn-ahpe-jdwou,81793-lopp-tmmppm-ackavibq,3700
9428778,Новое,RISK_SHORT,2024-06-26 12:24:07,17499.4944,442-mhz-fiuw-lkoll,39566-nwkz-kngtlz-zjqzrftx,7751
