№ схемы/риска,Статус РСЗ,Тип,Дата изменения статуса РСЗ,"Потенциальный ущерб, руб",ИНН НП,"Инспектор, сменивший статус","Код НО инспектора, сменившего стат"
9457258,Новое,RISK_SHORT,2024-06-26 09:50:49,26364.1038,284-jmc-yjwq-ntpdq,85484-oxzj-asqipc-xarxrgjp,2373
9457259,Новое,RISK_SHORT,2024-06-26 09:50:49,7823.9157,261-zhd-amty-qfxcl,87470-pfeb-kvqpcv-tojzsuqp,6671
9457261,Новое,RISK_SHORT,2024-06-26 09:50:50,6640.8828,909-jnb-qhpp-qhysh,99159-ombw-xfmdoo-wwxuplyd,8900
9457263,Новое,RISK_SHORT,2024-06-26 09:50:51,6806.2602,165-xhx-typi-enxou,70589-ldst-ngznnd-gyjxgvoa,7460
9457264,Новое,RISK_SHORT,2024-06-26 09:50:51,15879.3978,610-iyk-cfbg-qphsz,99962-xuim-lxusxl-liyswlzm,2100
9457265,Новое,RISK_SHORT,2024-06-26 09:50:52,42918.132,246-gyh-qfbu-llvmu,45596-jkyt-euffaj-dxaaftwr,5906
9457268,Новое,RISK_SHORT,2024-06-26 09:50:52,152148.9966,282-mci-lfrs-dhwwn,14537-jvnw-dgmyck-tzlcnotc,6700
9457271,Новое,RISK_SHORT,2024-06-26 09:50:53,6568.9452,742-can-zori-naler,73332-alyp-tqbjun-niigptei,3460
9457272,Новое,RISK_SHORT,2024-06-26 09:50:53,46844.6447,134-lof-ovjh-vqsfk,55484-skdr-vpasiq-ghttgisw,7735
9457273,Новое,RISK_SHORT,2024-06-26 09:50:54,349810.9302,486-gnc-owmo-sfujc,91832-yelj-hhgmfr-rjpktian,2364
9457274,Новое,RISK_SHORT,2024-06-26 09:50:54,34920.8322,612-ibf-bmdu-sihgm,51833-xkvn-hhbrfl-ggnubaol,5100
9457275,Новое,RISK_SHORT,2024-06-26 09:50:54,323979.0732,913-wjj-ykkb-lgnkg,76778-rkgd-zqnujv-omxsmvyz,800
9457276,Новое,RISK_SHORT,2024-06-26 09:50:55,197697.0288,170-qjb-lkim-vjrva,58089-gock-nvfnvp-whgphajf,5904
9457278,Новое,RISK_SHORT,2024-06-26 09:50:56,7322.9885,505-cyw-yeok-nhyub,16671-ydel-sqsrvm-enxsyusr,3300
9457279,Новое,RISK_SHORT,2024-06-26 09:50:56,234160.059,910-fnb-dhgd-grzet,20088-pcgt-nmzuff-cwcdmubk,7733
9457280,Новое,RISK_SHORT,2024-06-26 09:50:56,10145.9957,629-ifc-cfou-xuayu,81645-ncrx-cufxee-rmxyqkhu,2301
9457283,Новое,RISK_SHORT,2024-06-26 09:50:57,41655.7422,620-xns-idrv-zbmzw,55180-aeaq-mnrjvc-qoyaugmw,800
9457285,Новое,RISK_SHORT,2024-06-26 09:50:57,81358.0522,607-jfa-fdhe-lubmy,31473-oghm-nsevqq-jdwmhokl,1800
9457286,Новое,RISK_SHORT,2024-06-26 09:50:58,87042.2476,505-xkh-wupw-nmkro,94067-fqrx-gwrcgv-lldxaabk,9002
9457287,Новое,RISK_SHORT,2024-06-26 09:50:58,5950.7928,435-cqe-vrnj-yfbsb,35854-xdkf-sgkqgu-koebpzxy,2100
9457288,Новое,RISK_SHORT,2024-06-26 09:50:59,26863.8582,661-jch-ucjg-xugfs,86953-jjoe-jlcnjk-lcjzjwol,7811
9457289,Новое,RISK_SHORT,2024-06-26 09:50:59,475139.838,479-afw-tnek-crqus,54366-ietg-cicvku-ycjecctu,7807
9457290,Новое,RISK_SHORT,2024-06-26 09:51:00,55837.1616,929-ger-uftz-rzchs,69222-fnqe-cdwnbr-sugaxthp,7751
9457291,Новое,RISK_SHORT,2024-06-26 09:51:00,5640.6288,176-pvz-gmlj-ddqzi,53996-przz-gnjexu-cbpselzg,5032
9457292,Новое,RISK_SHORT,2024-06-26 09:51:00,51294.4841,230-fcw-ckjs-xhxda,59397-nmtj-hvssuf-yrkecigp,5503
9457293,Новое,RISK_SHORT,2024-06-26 09:51:01,31736.4732,957-swf-afay-ykmxd,79746-ebjd-sxetaj-reqgclzu,5030
9457294,Новое,RISK_SHORT,2024-06-26 09:51:01,10257.6522,220-idi-xejs-yhqtx,28992-kuuv-kfxegs-ytgmaamh,7751
9457295,Новое,RISK_SHORT,2024-06-26 09:51:01,21565.6764,617-evn-iqrs-sulrr,94477-mink-uzsonp-qgmitpzp,5027
9457296,Новое,RISK_SHORT,2024-06-26 09:51:02,21598.851,609-hfw-nonf-dqglf,46826-avpo-qonckt-xahaaike,7730
9457298,Новое,RISK_SHORT,2024-06-26 09:51:03,241355.1636,578-rsu-ujez-vmtmh,72118-hqoy-uydqcb-wntslfnk,7724
9457300,Новое,RISK_SHORT,2024-06-26 09:51:03,8412.7086,160-azl-wgua-uiueg,80782-wgrk-mvgknj-rxnugfdf,2536
9457303,Новое,RISK_SHORT,2024-06-26 09:51:04,81017.0778,707-ety-tiap-rcisx,19661-uoor-dfljoe-wpngwxym,1651
9457304,Новое,RISK_SHORT,2024-06-26 09:51:04,28696.7478,617-lmr-vsaf-jzkmo,88317-mmln-alwggx-txovhtda,7447
9457305,Новое,RISK_SHORT,2024-06-26 09:51:05,126032.6772,777-hzm-gmps-wsgkg,62279-dcis-iynqxj-jpeafiqm,3200
9457306,Новое,RISK_SHORT,2024-06-26 09:51:05,73668.5119,902-mwo-dupp-ylsso,59928-ysau-feqqvd-qwlokkdu,800
9457307,Новое,RISK_SHORT,2024-06-26 09:51:05,172058.457,304-kyu-arel-cxtgx,62934-jlzi-qvefcy-fuqcwkxz,7718
9457309,Новое,RISK_SHORT,2024-06-26 09:51:06,10315.6218,998-szy-xniz-pyanv,66032-jldh-uvkitr-dzgwqyuj,6318
9457310,Новое,RISK_SHORT,2024-06-26 09:51:07,165074.4978,961-xpt-ymwo-otpwe,61471-levi-umbsfo-udkzawlw,5405
9457311,Новое,RISK_SHORT,2024-06-26 09:51:07,14045.0592,464-ttt-mncz-nqunh,65033-geft-lwaxwp-opulrqgr,6900
9457312,Новое,RISK_SHORT,2024-06-26 09:51:07,7527.1318,222-pau-cbxd-smrky,80958-nvbz-ktndai-rzwrifkx,4705
9457313,Новое,RISK_SHORT,2024-06-26 09:51:08,55867.4484,701-pqi-rqra-qkgmt,18149-gxwb-rwigtv-bifysero,1800
9457315,Новое,RISK_SHORT,2024-06-26 09:51:08,52281.4878,807-hsc-czkb-qmouy,79746-ebjd-sxetaj-reqgclzu,5030
9457316,Новое,RISK_SHORT,2024-06-26 09:51:09,6735.2598,429-fyb-tbft-oaodf,45427-ydut-gtswob-gmbvclpe,5024
9457317,Новое,RISK_SHORT,2024-06-26 09:51:09,512844.069,401-hdu-iupk-smbfr,53146-ywnr-yppwxx-rliortji,2311
9457318,Новое,RISK_SHORT,2024-06-26 09:51:09,149054.8254,947-bak-bmqy-vlhcx,65903-axez-fyudnr-tfiqomzb,800
9457320,Новое,RISK_SHORT,2024-06-26 09:51:10,5714.3766,403-xuk-ewft-tfrng,96026-iewo-riqisw-mhfmtsus,1683
9457321,Новое,RISK_SHORT,2024-06-26 09:51:11,7820.7018,681-fea-cbeb-vfive,57986-cgim-xnumbe-vtdsdvyq,2308
9457322,Новое,RISK_SHORT,2024-06-26 09:51:12,27962.1306,439-wli-ntts-cgzir,84356-mlmi-zdkuas-ukplsvxe,3200
9457323,Новое,RISK_SHORT,2024-06-26 09:51:13,37061.394,988-wqt-klxz-mfxhv,73456-tths-qtbywe-lvrqxrrl,5017
9457325,Новое,RISK_SHORT,2024-06-26 09:51:14,8060.2439,703-bsb-twkj-wplcn,20088-pcgt-nmzuff-cwcdmubk,7733
9457327,Новое,RISK_SHORT,2024-06-26 09:51:14,47677.4964,807-pjw-nvev-wungj,45265-kfkx-saxony-qrxwfycp,3900
9457331,Новое,RISK_SHORT,2024-06-26 09:51:15,12086.0112,946-krz-ifcb-enntl,86953-jjoe-jlcnjk-lcjzjwol,7811
9457332,Новое,RISK_SHORT,2024-06-26 09:51:16,75952.3968,858-gxk-jgit-zbpid,76778-rkgd-zqnujv-omxsmvyz,800
9457333,Новое,RISK_SHORT,2024-06-26 09:51:16,77472.8388,306-rtz-azyt-jputf,77865-etxs-rlitlp-uezeaymg,6174
9457334,Новое,RISK_SHORT,2024-06-26 09:51:17,20242.9638,555-hob-igij-ysaui,72594-bvsl-asiukr-gvhoppud,7300
9457335,Новое,RISK_SHORT,2024-06-26 09:51:17,29748.6072,286-zjm-zppk-vpeiv,47597-mwsn-egdass-etqvthmv,264
9457336,Новое,RISK_SHORT,2024-06-26 09:51:17,62682.2328,514-wdc-qudj-qayag,67180-tlrq-qdxlmr-msuymvae,7719
9457338,Новое,RISK_SHORT,2024-06-26 09:51:18,18932.5494,662-tws-xgqg-mbqoz,12861-ulsy-ykgrsk-giksqcol,2361
9457342,Новое,RISK_SHORT,2024-06-26 09:51:19,9624.1194,536-fsh-kiqe-yfrsv,78063-eeom-mnnhnc-zfdqhaqh,9109
9457343,Новое,RISK_SHORT,2024-06-26 09:51:20,6198.165,309-sgi-jwsu-rtfvo,35978-kadz-srcdao-zxjyferv,2646
9457344,Новое,RISK_SHORT,2024-06-26 09:51:20,10978.5288,479-jwk-edvw-htvfp,60126-befe-iymvsw-sjqbdhxs,7725
9457345,Новое,RISK_SHORT,2024-06-26 09:51:20,48983.4444,390-ozg-aikg-fjnkq,12157-hmch-ynjbrz-udlcbwhm,1500
9457346,Новое,RISK_SHORT,2024-06-26 09:51:21,29247.573,607-xsw-mnpo-qahqk,46474-qwsj-ttjnfm-rxbikvci,7726
9457347,Новое,RISK_SHORT,2024-06-26 09:51:21,12186.3828,138-yph-afqc-sxifj,41103-cbbx-zokwem-cdjmazuo,5609
9457348,Новое,RISK_SHORT,2024-06-26 09:51:22,304149.855,361-gnx-xofs-laoyo,78158-exdp-zyvekb-iamcddde,6432
9457351,Новое,RISK_SHORT,2024-06-26 09:51:23,18831.9966,229-vri-aqgl-tkszc,15817-kmqt-fckntj-afkderng,7716
9457352,Новое,RISK_SHORT,2024-06-26 09:51:23,10984.6848,143-yvs-kajs-ozunk,54705-vjkn-ctskqn-cpartuux,3444
9457353,Новое,RISK_SHORT,2024-06-26 09:51:23,6714.0228,200-beu-wcfn-wwxoa,84756-mfhr-krmqie-dosiqhzv,6382
9457357,Новое,RISK_SHORT,2024-06-26 09:51:24,14422.5144,170-tpg-fzqe-xskyi,89016-vziv-ounmdd-omspgylq,1300
9457358,Новое,RISK_SHORT,2024-06-26 09:51:25,13824.129,694-mhi-tnvn-fvbdk,64907-dhjn-qmaynv-akgbognr,7723
9457359,Новое,RISK_SHORT,2024-06-26 09:51:25,333927.1824,918-kuh-smgy-dcubh,22368-gvfm-jmyzno-pdwkoxbu,4000
9457361,Новое,RISK_SHORT,2024-06-26 09:51:26,6490.4346,836-vtq-wurp-vyuff,60224-tabb-tyabfd-krexbyyc,6678
9457362,Новое,RISK_SHORT,2024-06-26 09:51:26,16443.3174,612-iin-ltaz-vkrqw,23207-nhpm-rqchev-rndqlzrp,3300
9457363,Новое,RISK_SHORT,2024-06-26 09:51:27,144113.6824,697-hry-xbfn-mbcdh,31345-yqie-gamtxd-ceqwectl,5047
9457364,Новое,RISK_SHORT,2024-06-26 09:51:27,15708.5682,686-bzt-bbcl-cazwa,17463-yysw-hogwcs-bbzjrjqk,7734
9457365,Новое,RISK_SHORT,2024-06-26 09:51:27,19981.4736,147-nsl-nlnu-djpnh,62246-gzxt-fxgwvl-vlmevgjt,7604
9457368,Новое,RISK_SHORT,2024-06-26 09:51:28,80977.1826,319-ekr-wjuz-gbtcs,18319-fsuq-rzjmzq-vqyvqfch,7715
9457370,Новое,RISK_SHORT,2024-06-26 09:51:29,203030.8032,690-oiu-cgqe-xvnuy,43642-jhqc-xviiba-otysqxrm,2100
9457371,Новое,RISK_SHORT,2024-06-26 09:51:29,10381.9428,325-odp-pbwa-gpotj,45427-ydut-gtswob-gmbvclpe,5024
9457372,Новое,RISK_SHORT,2024-06-26 09:51:30,34585.1454,995-sdf-bypz-eidfu,90334-mljd-ceuboi-jmtbraci,800
9457374,Новое,RISK_SHORT,2024-06-26 09:51:30,62468.811,879-roh-gnkd-rircx,47215-wlmg-dqvnwb-eqfstgwn,5257
9457375,Новое,RISK_SHORT,2024-06-26 09:51:30,33160.2894,531-esy-vnvo-ooqed,85817-ijln-gfttso-nvmodnwg,1300
9457376,Новое,RISK_SHORT,2024-06-26 09:51:31,36665.9064,899-okk-vczd-obxxj,66100-gphv-staylj-ylbwvhqk,7718
9457377,Новое,RISK_SHORT,2024-06-26 09:51:31,19743.3552,877-jti-gksy-pqdri,40295-ejgc-fccjay-ttzauxtb,1300
9457378,Новое,RISK_SHORT,2024-06-26 09:51:32,57531.042,657-lkh-sgrx-sqssm,21323-zirt-nmiywc-xblbymty,5800
9457379,Новое,RISK_SHORT,2024-06-26 09:51:33,44119.1814,717-ufk-kryx-zowze,67180-tlrq-qdxlmr-msuymvae,7719
9457380,Новое,RISK_SHORT,2024-06-26 09:51:33,24716.8839,231-swx-wwln-pnprv,57962-ukfm-ftwyec-gtddcnne,7723
9457381,Новое,RISK_SHORT,2024-06-26 09:51:34,140731.2654,160-bpf-kyud-eeqfz,95433-jdup-jbdpuz-zuyifswd,5074
9457382,Новое,RISK_SHORT,2024-06-26 09:51:34,30636.7002,937-zjd-ygxy-krcaz,95433-jdup-jbdpuz-zuyifswd,5074
9457383,Новое,RISK_SHORT,2024-06-26 09:51:34,6034.758,650-fhb-xped-nhjea,98365-zoqr-jynrpx-nifmxbql,7731
9457384,Новое,RISK_SHORT,2024-06-26 09:51:35,5838.0906,802-fap-ntmw-uhsoh,62934-jlzi-qvefcy-fuqcwkxz,7718
9457386,Новое,RISK_SHORT,2024-06-26 09:51:36,6232.7442,241-tll-ajfh-pkoer,66397-ersf-byzjzy-qqdilxox,2000
9457388,Новое,RISK_SHORT,2024-06-26 09:51:36,145144.896,132-fiz-yzog-hozaj,30852-exhd-zgrpbk-vexebgwt,6181
9457389,Новое,RISK_SHORT,2024-06-26 09:51:37,14052.0078,630-pkq-uihi-fwuhe,67180-tlrq-qdxlmr-msuymvae,7719
9457390,Новое,RISK_SHORT,2024-06-26 09:51:37,24118.203,971-qpx-wizc-bwhra,79472-nzgu-lvloxe-fpgnbjbl,5005
9457391,Новое,RISK_SHORT,2024-06-26 09:51:38,1431223.5234,187-guz-vchv-uimof,60553-ktuc-ptndqk-sunlskkx,800
9457392,Новое,RISK_SHORT,2024-06-26 09:51:38,6835.3626,546-vhw-chrp-xilzs,65896-qacc-blkncn-hfhjthmd,1300
9457393,Новое,RISK_SHORT,2024-06-26 09:51:38,61920.3048,223-ktl-xwbe-cuidu,73724-foyg-syoxro-jdnpizxb,1300
9457394,Новое,RISK_SHORT,2024-06-26 09:51:39,5377.632,642-nis-lxzw-fqhys,79746-ebjd-sxetaj-reqgclzu,5030
9457395,Новое,RISK_SHORT,2024-06-26 09:51:40,13257.364,154-zix-foqx-uzonw,15005-meqh-zgtefu-msnvavns,7230
9457396,Новое,RISK_SHORT,2024-06-26 09:51:40,74833.8584,983-dvu-vica-pvajj,41472-bclq-yriwro-ogcgguuf,2635
9457397,Новое,RISK_SHORT,2024-06-26 09:51:41,57538.3164,887-gvm-vjim-acdzw,83089-fxrc-kttfoh-vchafxlk,7734
9457398,Новое,RISK_SHORT,2024-06-26 09:51:41,85431.6234,696-nfq-hlsn-snmfb,93190-aabl-glowjf-rwtdmelq,9102
9457401,Новое,RISK_SHORT,2024-06-26 09:51:42,6472.4694,470-lvk-tepb-tzccx,56016-gauu-zcdyye-ohntslnd,800
9457402,Новое,RISK_SHORT,2024-06-26 09:51:43,156085.0188,949-ihm-gcjx-zuitc,11555-oame-wgvsak-yertovxz,5700
9457403,Новое,RISK_SHORT,2024-06-26 09:51:43,14735.6136,187-gcz-wqtt-urddl,32395-mzgl-okdlll-dpmndfsz,9102
9457404,Новое,RISK_SHORT,2024-06-26 09:51:43,112025.8836,801-bry-mqtk-xtmgu,58047-jooc-rccabn-wapnijdr,5609
9457405,Новое,RISK_SHORT,2024-06-26 09:51:44,8434.5818,152-tgx-inen-tpvpe,61471-levi-umbsfo-udkzawlw,5405
9457410,Новое,RISK_SHORT,2024-06-26 09:51:46,37483.0176,996-had-ptqh-zwijm,20993-xewd-vlmkhd-noepntur,5256
9457411,Новое,RISK_SHORT,2024-06-26 09:51:46,107428.6104,278-sxh-yujo-nihhj,80528-gaaw-ioomea-eeopvjbl,5003
9457412,Новое,RISK_SHORT,2024-06-26 09:51:46,8707.7238,565-lwf-ysrj-qnnxj,55443-tskr-xctdcj-bwxnrgkg,1686
9457413,Новое,RISK_SHORT,2024-06-26 09:51:47,18508.7046,875-tlp-ecgq-aacvm,96932-fzdl-qzpkkf-olnpeooa,5050
9457414,Новое,RISK_SHORT,2024-06-26 09:51:47,529862.4204,997-zwv-jumg-ogpke,40253-feqk-aoxhhp-cknilhnu,7100
9457415,Новое,RISK_SHORT,2024-06-26 09:51:48,5246.7594,276-yci-dcnn-olwds,20782-qtkh-izyiby-knpnduyi,7715
9457417,Новое,RISK_SHORT,2024-06-26 09:51:48,450390.8832,192-koe-qjnl-xogub,46474-qwsj-ttjnfm-rxbikvci,7726
9457418,Новое,RISK_SHORT,2024-06-26 09:51:49,28042.7148,240-zdc-gjpf-fswxi,42153-obmg-whvcke-ancdnppw,2311
9457420,Новое,RISK_SHORT,2024-06-26 09:51:49,100914.2178,593-hww-mgot-seohv,69222-fnqe-cdwnbr-sugaxthp,7751
9457421,Новое,RISK_SHORT,2024-06-26 09:51:50,18303.8084,206-phr-bijn-clycl,94915-herz-cllthf-gyybspzq,5034
9457422,Новое,RISK_SHORT,2024-06-26 09:51:50,5725.1358,472-vkn-kiti-wemca,69203-wrcu-pdokdq-uzqcrrbg,6200
9457423,Новое,RISK_SHORT,2024-06-26 09:51:51,11856.432,319-cob-vpvb-cochb,29615-avij-aziwxo-rzujkhwp,6900
9457424,Новое,RISK_SHORT,2024-06-26 09:51:51,7112.5093,243-mcz-nnxo-igrlx,58486-ndhq-tclilu-punlmrfi,1651
9457425,Новое,RISK_SHORT,2024-06-26 09:51:51,81538.1922,513-cye-jmgn-unmpa,59086-nnbf-ubbbei-zeimmbak,7731
9457427,Новое,RISK_SHORT,2024-06-26 09:51:52,102694.0152,392-tvr-gmym-wzrpv,81793-lopp-tmmppm-ackavibq,3700
9457430,Новое,RISK_SHORT,2024-06-26 09:51:53,7549.1352,220-wdi-qvel-ekmko,16671-ydel-sqsrvm-enxsyusr,3300
9457431,Новое,RISK_SHORT,2024-06-26 09:51:53,118989.7278,742-vyv-tclu-eaoru,77435-rfqi-hvnylu-fpluvqpt,6320
9457432,Новое,RISK_SHORT,2024-06-26 09:51:54,225622.0758,389-stp-efsq-cgfnl,84756-mfhr-krmqie-dosiqhzv,6382
9457433,Новое,RISK_SHORT,2024-06-26 09:51:54,663894.8406,516-omw-msgv-niysi,40587-yxdb-vkaebz-ecdqovjc,2635
9457436,Новое,RISK_SHORT,2024-06-26 09:51:55,9655.8633,557-mrl-rmkk-anuko,90740-stbv-jmljxo-nzvziasl,5001
9457437,Новое,RISK_SHORT,2024-06-26 09:51:56,11375.2938,408-mlw-tecz-ovwxl,79598-ttxw-zxvgmy-bxawrqgd,6800
9457438,Новое,RISK_SHORT,2024-06-26 09:51:56,848353.7466,579-pfr-qikj-ouzqe,54228-ujev-kwgdef-cznhfpfa,7729
9457441,Новое,RISK_SHORT,2024-06-26 09:51:57,24322.9776,396-wxc-rrrt-pzrad,58719-qmqu-iaxekm-gcpqewzf,5012
9457442,Новое,RISK_SHORT,2024-06-26 09:51:57,73828.7484,991-azz-wciv-uufqd,54228-ujev-kwgdef-cznhfpfa,7729
9457443,Новое,RISK_SHORT,2024-06-26 09:51:58,11249.2224,664-mdk-znpb-jzvdv,12105-xgwl-fzjjfb-nriejbox,7743
9457444,Новое,RISK_SHORT,2024-06-26 09:51:58,19182.7626,289-mih-mode-kizpj,46433-swvq-uruvmt-wmxhekiv,7723
9457445,Новое,RISK_SHORT,2024-06-26 09:51:58,250090.5702,970-crw-seux-yzzkq,89589-vcgo-mqrceb-wvqbgigr,6188
9457447,Новое,RISK_SHORT,2024-06-26 09:51:59,16883.0934,668-nzg-ophd-vklsa,72118-hqoy-uydqcb-wntslfnk,7724
9457448,Новое,RISK_SHORT,2024-06-26 09:51:59,7403.3754,845-whk-xnsw-qxtiz,92479-kzro-bkldol-ojfhtwto,4000
9457450,Новое,RISK_SHORT,2024-06-26 09:52:00,49692.6384,654-bgz-axtl-tsfsz,81926-durq-jeynbg-znmuvsru,7736
9457451,Новое,RISK_SHORT,2024-06-26 09:52:00,11404.314,226-jue-sxbo-mcsnl,46351-akdg-uzsuht-zflxbqju,7806
9457452,Новое,RISK_SHORT,2024-06-26 09:52:01,15281.4354,127-bcf-xmdg-fjovv,86104-cajm-eulesp-vwbgupqx,4400
9457454,Новое,RISK_SHORT,2024-06-26 09:52:01,5838.771,115-diz-rciw-rziot,46903-bxyw-ookebk-yogvmvta,5610
9457455,Новое,RISK_SHORT,2024-06-26 09:52:02,5597.2578,200-efm-tehq-woxvl,16608-oiuj-lvulsw-pidlepeq,2365
9457457,Новое,RISK_SHORT,2024-06-26 09:52:02,41051.0526,667-zkv-nbeb-slims,96179-zrgu-rcmhhm-laxvemcg,1800
9457458,Новое,RISK_SHORT,2024-06-26 09:52:03,6686.9856,862-iwr-vgbf-rudxl,29368-rxpe-pxfhgu-pvhlttcp,5032
9457459,Новое,RISK_SHORT,2024-06-26 09:52:03,18506.6508,323-oup-mfee-fyvks,16652-tgdw-ejapbx-otjsvdug,5614
9457460,Новое,RISK_SHORT,2024-06-26 09:52:03,16893.2646,331-lpp-urfr-juhua,63633-sskx-pzschy-izmedwzl,1800
9457462,Новое,RISK_SHORT,2024-06-26 09:52:04,5658.5292,687-ilr-tmxz-imyoq,46474-qwsj-ttjnfm-rxbikvci,7726
9457463,Новое,RISK_SHORT,2024-06-26 09:52:04,6645.284,141-bje-jhxa-ubwly,60973-rwpc-iupqhf-lqkjycld,3663
9457464,Новое,RISK_SHORT,2024-06-26 09:52:05,14304.9894,562-vmi-cjnp-abiom,25101-xdak-pvbbox-taknnvpe,7751
9457466,Новое,RISK_SHORT,2024-06-26 09:52:06,12783.8802,923-ssl-xfpw-tcxfz,53996-przz-gnjexu-cbpselzg,5032
9457467,Новое,RISK_SHORT,2024-06-26 09:52:06,5600.406,808-ywl-owrl-mvifr,71778-vqnd-tklvko-ovajuhjo,800
9457468,Новое,RISK_SHORT,2024-06-26 09:52:06,5180.4684,737-rzp-vurc-eqbiu,79021-jdtj-ebafct-qczacukl,5027
9457469,Новое,RISK_SHORT,2024-06-26 09:52:07,239142.9877,795-pts-oxfu-hwize,69932-sput-okwihv-mmksorky,6800
9457470,Новое,RISK_SHORT,2024-06-26 09:52:07,5226.6486,428-nxq-fclq-lmqwv,60039-mibl-noffnl-wxcjfubt,7710
9457471,Новое,RISK_SHORT,2024-06-26 09:52:08,23641.536,117-igv-meal-wmgxx,52737-xmev-xnazzz-ovzouyfq,5100
9457472,Новое,RISK_SHORT,2024-06-26 09:52:08,8881.5888,865-bke-loqs-pyxrc,64907-dhjn-qmaynv-akgbognr,7723
9457473,Новое,RISK_SHORT,2024-06-26 09:52:08,16163.1876,540-jgq-mwrp-yjkok,69222-fnqe-cdwnbr-sugaxthp,7751
9457474,Новое,RISK_SHORT,2024-06-26 09:52:09,17430.7758,666-gdh-iesj-pwemh,91013-bbdl-knfdsd-oorazihb,7707
9457475,Новое,RISK_SHORT,2024-06-26 09:52:09,822767.9346,666-jsw-eyjg-ijtef,46474-qwsj-ttjnfm-rxbikvci,7726
9457477,Новое,RISK_SHORT,2024-06-26 09:52:10,6238.6386,977-nxs-btjv-ouegy,32057-vsso-xdtvqn-sdqqbmog,5047
9457478,Новое,RISK_SHORT,2024-06-26 09:52:10,25030.9446,924-vcm-codd-rvpat,11980-uvyb-dxluqa-yukxwttb,5032
9457479,Новое,RISK_SHORT,2024-06-26 09:52:10,33520.9776,111-hqc-hmka-eqytf,21840-hpln-pjfyqu-dzekgslw,5047
9457480,Новое,RISK_SHORT,2024-06-26 09:52:11,6623.3022,811-ore-hwmo-qmckm,13905-behb-tvzdui-rtqzaflg,5042
9457481,Новое,RISK_SHORT,2024-06-26 09:52:11,6485.208,455-svm-keay-mcoqh,28811-wzgx-zdzxhh-kcvgakgo,4600
9457482,Новое,RISK_SHORT,2024-06-26 09:52:11,37001.3688,147-urm-kjad-xthcj,38385-bugp-wkhdrq-mbqacizz,4000
9457484,Новое,RISK_SHORT,2024-06-26 09:52:12,1790608.1622,900-ace-lmyd-jytyy,94477-mink-uzsonp-qgmitpzp,5027
9457485,Новое,RISK_SHORT,2024-06-26 09:52:12,1328034.5526,492-jsg-gltd-uyxpy,87470-pfeb-kvqpcv-tojzsuqp,6671
9457486,Новое,RISK_SHORT,2024-06-26 09:52:13,84285.822,396-dmg-cgfe-rxbtg,18043-nqsz-aqgccq-afoypurj,5009
9457487,Новое,RISK_SHORT,2024-06-26 09:52:13,171004.2288,201-cxy-iezc-ddihm,73138-axhe-iokred-indytlbp,5700
9457488,Новое,RISK_SHORT,2024-06-26 09:52:14,9895.7094,119-voo-nsjm-kpiia,71609-wpre-fhdjui-hwncftiu,5249
9457489,Новое,RISK_SHORT,2024-06-26 09:52:14,88053.9654,280-yjz-ezrk-ognhx,59497-wwud-mrfgtb-zlpgwsan,5040
9457490,Новое,RISK_SHORT,2024-06-26 09:52:15,12791.8776,235-jxt-qhps-cuknd,94909-ngdq-iwbcqo-shxeonze,5603
9457491,Новое,RISK_SHORT,2024-06-26 09:52:16,7269.153,872-bqt-btlb-qgteu,55408-uctg-tdavxg-rdutuofo,2700
9457492,Новое,RISK_SHORT,2024-06-26 09:52:17,429080.1906,594-cdn-iqeu-cnuyu,66285-hnnr-eeceth-jyqbipnp,3100
9457493,Новое,RISK_SHORT,2024-06-26 09:52:18,343158.5982,876-oxk-bdyu-jatmx,83043-ioeq-urdxyw-gvvordfp,2540
9457494,Новое,RISK_SHORT,2024-06-26 09:52:19,50319.7254,825-fxa-ebdj-seznj,94972-xdsl-grxvbl-djuyvacy,3849
9457496,Новое,RISK_SHORT,2024-06-26 09:52:19,13062.6684,355-lwg-wczv-ulsqf,84756-mfhr-krmqie-dosiqhzv,6382
9457497,Новое,RISK_SHORT,2024-06-26 09:52:20,226749.3426,650-wvq-svbf-thdtd,84868-othl-zmcwjz-lhkurxha,6320
9457498,Новое,RISK_SHORT,2024-06-26 09:52:20,9911.2098,688-cil-stoe-uvgpd,46134-hzbg-jjhxjf-opefuzsm,2800
9457499,Новое,RISK_SHORT,2024-06-26 09:52:21,6271.7034,701-hnt-fuha-tllwe,63606-wuvd-kwnyan-bmakstmx,4000
9457500,Новое,RISK_SHORT,2024-06-26 09:52:21,5300.5104,414-kce-hmfe-yjuxi,67180-tlrq-qdxlmr-msuymvae,7719
9457501,Новое,RISK_SHORT,2024-06-26 09:52:22,33307.0398,649-kmd-hnvg-dyoag,94477-mink-uzsonp-qgmitpzp,5027
9457503,Новое,RISK_SHORT,2024-06-26 09:52:22,45224.9251,479-hwa-pznl-cidcc,17585-ffor-mvcnei-gksazsqi,6679
9457507,Новое,RISK_SHORT,2024-06-26 09:52:23,108206.8548,134-gzr-fwbw-ghfxd,25609-xllz-srfioj-gmttrkra,6200
9457509,Новое,RISK_SHORT,2024-06-26 09:52:24,10782.0768,329-zbf-hbrz-ykybv,35876-oqju-npxkla-iwjgluyf,3604
9457510,Новое,RISK_SHORT,2024-06-26 09:52:24,5864.7336,219-gdf-xugp-dalbk,91553-hjnn-qycsaz-xmrkuexj,2312
